ts_start,ts_end,price
2023-02-08 02:00:00,2023-02-08 03:00:00,71.61
2023-02-08 03:00:00,2023-02-08 04:00:00,64.99
2023-02-08 04:00:00,2023-02-08 05:00:00,65
2023-02-08 05:00:00,2023-02-08 06:00:00,128.18
2023-02-08 06:00:00,2023-02-08 07:00:00,127.13
2023-02-08 07:00:00,2023-02-08 08:00:00,191.92
2023-02-08 08:00:00,2023-02-08 09:00:00,211
2023-02-08 09:00:00,2023-02-08 10:00:00,173.48
2023-02-08 10:00:00,2023-02-08 11:00:00,128
2023-02-08 11:00:00,2023-02-08 12:00:00,131.8
2023-02-08 12:00:00,2023-02-08 13:00:00,148.03
2023-02-08 13:00:00,2023-02-08 14:00:00,151.43
2023-02-08 00:00:00,2023-02-08 01:00:00,79.93
2023-02-07 21:00:00,2023-02-07 22:00:00,183.66
2023-02-07 22:00:00,2023-02-07 23:00:00,157.41
2023-02-07 23:00:00,2023-02-08 00:00:00,117.03
2023-02-07 10:00:00,2023-02-07 11:00:00,173.34
2023-02-07 11:00:00,2023-02-07 12:00:00,172.51
2023-02-07 12:00:00,2023-02-07 13:00:00,173.95
2023-02-07 13:00:00,2023-02-07 14:00:00,180.09
2023-02-07 14:00:00,2023-02-07 15:00:00,180.09
2023-02-07 15:00:00,2023-02-07 16:00:00,172.28
2023-02-07 16:00:00,2023-02-07 17:00:00,185.42
2023-02-07 17:00:00,2023-02-07 18:00:00,216.93
2023-02-07 18:00:00,2023-02-07 19:00:00,179.99
2023-02-07 19:00:00,2023-02-07 20:00:00,113.16
2023-02-07 20:00:00,2023-02-07 21:00:00,113.12
2023-02-07 02:00:00,2023-02-07 03:00:00,121.64
2023-02-07 03:00:00,2023-02-07 04:00:00,115.35
2023-02-07 04:00:00,2023-02-07 05:00:00,138.21
2023-02-07 05:00:00,2023-02-07 06:00:00,157.57
2023-02-07 06:00:00,2023-02-07 07:00:00,166.45
2023-02-07 07:00:00,2023-02-07 08:00:00,193.28
2023-02-07 08:00:00,2023-02-07 09:00:00,214.16
2023-02-07 09:00:00,2023-02-07 10:00:00,191.85
2023-02-07 00:00:00,2023-02-07 01:00:00,142.29
2023-02-07 01:00:00,2023-02-07 02:00:00,130.27
2023-02-06 22:00:00,2023-02-06 23:00:00,152.5
2023-02-06 23:00:00,2023-02-07 00:00:00,105.23
2023-02-06 18:00:00,2023-02-06 19:00:00,213.5
2023-02-06 19:00:00,2023-02-06 20:00:00,200.45
2023-02-06 20:00:00,2023-02-06 21:00:00,111.99
2023-02-06 21:00:00,2023-02-06 22:00:00,162.48
2023-02-06 16:00:00,2023-02-06 17:00:00,181.8
2023-02-06 17:00:00,2023-02-06 18:00:00,198.94
2023-02-06 14:00:00,2023-02-06 15:00:00,163.44
2023-02-06 15:00:00,2023-02-06 16:00:00,169.63
2023-02-06 12:00:00,2023-02-06 13:00:00,168.72
2023-02-06 13:00:00,2023-02-06 14:00:00,159.28
2023-02-06 10:00:00,2023-02-06 11:00:00,185.08
2023-02-06 11:00:00,2023-02-06 12:00:00,179.84
2023-02-06 07:00:00,2023-02-06 08:00:00,200.65
2023-02-06 08:00:00,2023-02-06 09:00:00,213.39
2023-02-06 09:00:00,2023-02-06 10:00:00,200.65
2023-02-06 04:00:00,2023-02-06 05:00:00,120.01
2023-02-06 05:00:00,2023-02-06 06:00:00,145.35
2023-02-06 06:00:00,2023-02-06 07:00:00,175.67
2023-02-06 02:00:00,2023-02-06 03:00:00,79.08
2023-02-06 03:00:00,2023-02-06 04:00:00,89.99
2023-02-06 00:00:00,2023-02-06 01:00:00,105.25
2023-02-06 01:00:00,2023-02-06 02:00:00,84.93
2023-02-05 23:00:00,2023-02-06 00:00:00,74.15
2023-02-05 12:00:00,2023-02-05 13:00:00,115.94
2023-02-05 13:00:00,2023-02-05 14:00:00,106.95
2023-02-05 14:00:00,2023-02-05 15:00:00,109.69
2023-02-05 15:00:00,2023-02-05 16:00:00,116.44
2023-02-05 16:00:00,2023-02-05 17:00:00,119.97
2023-02-05 17:00:00,2023-02-05 18:00:00,141.91
2023-02-05 18:00:00,2023-02-05 19:00:00,129.75
2023-02-05 19:00:00,2023-02-05 20:00:00,127.35
2023-02-05 20:00:00,2023-02-05 21:00:00,120.51
2023-02-05 21:00:00,2023-02-05 22:00:00,119.92
2023-02-05 22:00:00,2023-02-05 23:00:00,119.96
2023-02-05 02:00:00,2023-02-05 03:00:00,103.67
2023-02-05 03:00:00,2023-02-05 04:00:00,103.39
2023-02-05 04:00:00,2023-02-05 05:00:00,111.96
2023-02-05 05:00:00,2023-02-05 06:00:00,114.02
2023-02-05 06:00:00,2023-02-05 07:00:00,49.41
2023-02-05 07:00:00,2023-02-05 08:00:00,88
2023-02-05 08:00:00,2023-02-05 09:00:00,120.81
2023-02-05 09:00:00,2023-02-05 10:00:00,118.06
2023-02-05 10:00:00,2023-02-05 11:00:00,117.32
2023-02-05 11:00:00,2023-02-05 12:00:00,121.94
2023-02-05 00:00:00,2023-02-05 01:00:00,111.95
2023-02-05 01:00:00,2023-02-05 02:00:00,111.91
2023-02-04 18:00:00,2023-02-04 19:00:00,179.74
2023-02-04 19:00:00,2023-02-04 20:00:00,137.41
2023-02-04 20:00:00,2023-02-04 21:00:00,153.43
2023-02-04 21:00:00,2023-02-04 22:00:00,154.34
2023-02-04 22:00:00,2023-02-04 23:00:00,131.62
2023-02-04 23:00:00,2023-02-05 00:00:00,108.03
2023-02-04 10:00:00,2023-02-04 11:00:00,160.17
2023-02-04 11:00:00,2023-02-04 12:00:00,152.63
2023-02-04 12:00:00,2023-02-04 13:00:00,145.27
2023-02-04 13:00:00,2023-02-04 14:00:00,130.17
2023-02-04 14:00:00,2023-02-04 15:00:00,130.87
2023-02-04 15:00:00,2023-02-04 16:00:00,138.21
2023-02-04 16:00:00,2023-02-04 17:00:00,155.36
2023-02-04 17:00:00,2023-02-04 18:00:00,170.29
2023-02-04 03:00:00,2023-02-04 04:00:00,74.95
2023-02-04 04:00:00,2023-02-04 05:00:00,85.94
2023-02-04 05:00:00,2023-02-04 06:00:00,119.63
2023-02-04 06:00:00,2023-02-04 07:00:00,121.48
2023-02-04 07:00:00,2023-02-04 08:00:00,124.25
2023-02-04 08:00:00,2023-02-04 09:00:00,135.88
2023-02-04 09:00:00,2023-02-04 10:00:00,165.76
2023-02-04 00:00:00,2023-02-04 01:00:00,87.96
2023-02-04 01:00:00,2023-02-04 02:00:00,72.39
2023-02-04 02:00:00,2023-02-04 03:00:00,73.04
2023-02-03 18:00:00,2023-02-03 19:00:00,165.48
2023-02-03 19:00:00,2023-02-03 20:00:00,141.47
2023-02-03 20:00:00,2023-02-03 21:00:00,113.77
2023-02-03 21:00:00,2023-02-03 22:00:00,105.21
2023-02-03 22:00:00,2023-02-03 23:00:00,98.13
2023-02-03 23:00:00,2023-02-04 00:00:00,82.69
2023-02-03 10:00:00,2023-02-03 11:00:00,139.65
2023-02-03 11:00:00,2023-02-03 12:00:00,149.35
2023-02-03 12:00:00,2023-02-03 13:00:00,145.56
2023-02-03 13:00:00,2023-02-03 14:00:00,141.66
2023-02-03 14:00:00,2023-02-03 15:00:00,135.08
2023-02-03 15:00:00,2023-02-03 16:00:00,189.85
2023-02-03 16:00:00,2023-02-03 17:00:00,155.48
2023-02-03 17:00:00,2023-02-03 18:00:00,155.47
2023-02-03 01:00:00,2023-02-03 02:00:00,101.38
2023-02-03 02:00:00,2023-02-03 03:00:00,95.02
2023-02-03 03:00:00,2023-02-03 04:00:00,89.49
2023-02-03 04:00:00,2023-02-03 05:00:00,103.03
2023-02-03 05:00:00,2023-02-03 06:00:00,126.44
2023-02-03 06:00:00,2023-02-03 07:00:00,148.66
2023-02-03 07:00:00,2023-02-03 08:00:00,160.65
2023-02-03 08:00:00,2023-02-03 09:00:00,164.89
2023-02-03 09:00:00,2023-02-03 10:00:00,159.58
2023-02-03 00:00:00,2023-02-03 01:00:00,108.3
2023-02-02 22:00:00,2023-02-02 23:00:00,127.03
2023-02-02 23:00:00,2023-02-03 00:00:00,103.93
2023-02-02 12:00:00,2023-02-02 13:00:00,156.86
2023-02-02 13:00:00,2023-02-02 14:00:00,152.74
2023-02-02 14:00:00,2023-02-02 15:00:00,157.57
2023-02-02 15:00:00,2023-02-02 16:00:00,159.47
2023-02-02 16:00:00,2023-02-02 17:00:00,167.28
2023-02-02 17:00:00,2023-02-02 18:00:00,178.17
2023-02-02 18:00:00,2023-02-02 19:00:00,183.12
2023-02-02 19:00:00,2023-02-02 20:00:00,172.18
2023-02-02 20:00:00,2023-02-02 21:00:00,142.09
2023-02-02 21:00:00,2023-02-02 22:00:00,140.09
2023-02-02 02:00:00,2023-02-02 03:00:00,90.71
2023-02-02 03:00:00,2023-02-02 04:00:00,92.22
2023-02-02 04:00:00,2023-02-02 05:00:00,92.37
2023-02-02 05:00:00,2023-02-02 06:00:00,84.84
2023-02-02 06:00:00,2023-02-02 07:00:00,124.23
2023-02-02 07:00:00,2023-02-02 08:00:00,138.93
2023-02-02 08:00:00,2023-02-02 09:00:00,170.27
2023-02-02 09:00:00,2023-02-02 10:00:00,178.2
2023-02-02 10:00:00,2023-02-02 11:00:00,170.09
2023-02-02 11:00:00,2023-02-02 12:00:00,167.21
2023-02-02 00:00:00,2023-02-02 01:00:00,92.36
2023-02-02 01:00:00,2023-02-02 02:00:00,92.25
2023-02-01 14:00:00,2023-02-01 15:00:00,134.87
2023-02-01 15:00:00,2023-02-01 16:00:00,134.37
2023-02-01 16:00:00,2023-02-01 17:00:00,150
2023-02-01 17:00:00,2023-02-01 18:00:00,143.63
2023-02-01 18:00:00,2023-02-01 19:00:00,144.97
2023-02-01 19:00:00,2023-02-01 20:00:00,111.75
2023-02-01 20:00:00,2023-02-01 21:00:00,111.97
2023-02-01 21:00:00,2023-02-01 22:00:00,109.89
2023-02-01 22:00:00,2023-02-01 23:00:00,95.92
2023-02-01 23:00:00,2023-02-02 00:00:00,84.99
2023-02-01 03:00:00,2023-02-01 04:00:00,71.03
2023-02-01 04:00:00,2023-02-01 05:00:00,80.52
2023-02-01 05:00:00,2023-02-01 06:00:00,100.01
2023-02-01 06:00:00,2023-02-01 07:00:00,130.39
2023-02-01 07:00:00,2023-02-01 08:00:00,209.88
2023-02-01 08:00:00,2023-02-01 09:00:00,150
2023-02-01 09:00:00,2023-02-01 10:00:00,110.46
2023-02-01 10:00:00,2023-02-01 11:00:00,130.28
2023-02-01 11:00:00,2023-02-01 12:00:00,141.16
2023-02-01 12:00:00,2023-02-01 13:00:00,134.28
2023-02-01 13:00:00,2023-02-01 14:00:00,149.99
2023-02-01 00:00:00,2023-02-01 01:00:00,85
2023-02-01 01:00:00,2023-02-01 02:00:00,69.12
2023-02-01 02:00:00,2023-02-01 03:00:00,69.09
2023-01-31 22:00:00,2023-01-31 23:00:00,81.98
2023-01-31 23:00:00,2023-02-01 00:00:00,68.83
2023-01-31 14:00:00,2023-01-31 15:00:00,110.62
2023-01-31 15:00:00,2023-01-31 16:00:00,110.63
2023-01-31 16:00:00,2023-01-31 17:00:00,110.67
2023-01-31 17:00:00,2023-01-31 18:00:00,112.29
2023-01-31 18:00:00,2023-01-31 19:00:00,110.68
2023-01-31 19:00:00,2023-01-31 20:00:00,110.66
2023-01-31 20:00:00,2023-01-31 21:00:00,102.8
2023-01-31 21:00:00,2023-01-31 22:00:00,100.6
2023-01-31 05:00:00,2023-01-31 06:00:00,30.36
2023-01-31 06:00:00,2023-01-31 07:00:00,103.99
2023-01-31 07:00:00,2023-01-31 08:00:00,110.67
2023-01-31 08:00:00,2023-01-31 09:00:00,149.56
2023-01-31 09:00:00,2023-01-31 10:00:00,121.3
2023-01-31 10:00:00,2023-01-31 11:00:00,110.65
2023-01-31 11:00:00,2023-01-31 12:00:00,105.04
2023-01-31 12:00:00,2023-01-31 13:00:00,110.6
2023-01-31 13:00:00,2023-01-31 14:00:00,110.62
2023-01-31 00:00:00,2023-01-31 01:00:00,25.36
2023-01-31 01:00:00,2023-01-31 02:00:00,25.2
2023-01-31 02:00:00,2023-01-31 03:00:00,25.58
2023-01-31 03:00:00,2023-01-31 04:00:00,26.3
2023-01-31 04:00:00,2023-01-31 05:00:00,29.24
2023-01-30 22:00:00,2023-01-30 23:00:00,21.24
2023-01-30 23:00:00,2023-01-31 00:00:00,10
2023-01-30 11:00:00,2023-01-30 12:00:00,89.03
2023-01-30 12:00:00,2023-01-30 13:00:00,95.81
2023-01-30 13:00:00,2023-01-30 14:00:00,85.16
2023-01-30 14:00:00,2023-01-30 15:00:00,70
2023-01-30 15:00:00,2023-01-30 16:00:00,106.21
2023-01-30 16:00:00,2023-01-30 17:00:00,108.57
2023-01-30 17:00:00,2023-01-30 18:00:00,111.02
2023-01-30 18:00:00,2023-01-30 19:00:00,111.05
2023-01-30 19:00:00,2023-01-30 20:00:00,106.23
2023-01-30 20:00:00,2023-01-30 21:00:00,75.01
2023-01-30 21:00:00,2023-01-30 22:00:00,30.01
2023-01-30 01:00:00,2023-01-30 02:00:00,5.76
2023-01-30 02:00:00,2023-01-30 03:00:00,4.95
2023-01-30 03:00:00,2023-01-30 04:00:00,4.05
2023-01-30 04:00:00,2023-01-30 05:00:00,9.03
2023-01-30 05:00:00,2023-01-30 06:00:00,26.74
2023-01-30 06:00:00,2023-01-30 07:00:00,58.21
2023-01-30 07:00:00,2023-01-30 08:00:00,82.01
2023-01-30 08:00:00,2023-01-30 09:00:00,106.73
2023-01-30 09:00:00,2023-01-30 10:00:00,106.26
2023-01-30 10:00:00,2023-01-30 11:00:00,105
2023-01-30 00:00:00,2023-01-30 01:00:00,13.09
2023-01-29 17:00:00,2023-01-29 18:00:00,48.9
2023-01-29 18:00:00,2023-01-29 19:00:00,34.85
2023-01-29 19:00:00,2023-01-29 20:00:00,31.17
2023-01-29 20:00:00,2023-01-29 21:00:00,28.53
2023-01-29 21:00:00,2023-01-29 22:00:00,25.98
2023-01-29 22:00:00,2023-01-29 23:00:00,25.08
2023-01-29 23:00:00,2023-01-30 00:00:00,18.34
2023-01-29 09:00:00,2023-01-29 10:00:00,111.02
2023-01-29 10:00:00,2023-01-29 11:00:00,47.59
2023-01-29 11:00:00,2023-01-29 12:00:00,34
2023-01-29 12:00:00,2023-01-29 13:00:00,33.89
2023-01-29 13:00:00,2023-01-29 14:00:00,34.95
2023-01-29 14:00:00,2023-01-29 15:00:00,34.38
2023-01-29 15:00:00,2023-01-29 16:00:00,32.54
2023-01-29 16:00:00,2023-01-29 17:00:00,104.52
2023-01-29 02:00:00,2023-01-29 03:00:00,28.37
2023-01-29 03:00:00,2023-01-29 04:00:00,28.23
2023-01-29 04:00:00,2023-01-29 05:00:00,28.62
2023-01-29 05:00:00,2023-01-29 06:00:00,26.99
2023-01-29 06:00:00,2023-01-29 07:00:00,27.26
2023-01-29 07:00:00,2023-01-29 08:00:00,29.18
2023-01-29 08:00:00,2023-01-29 09:00:00,30.9
2023-01-29 00:00:00,2023-01-29 01:00:00,29.76
2023-01-29 01:00:00,2023-01-29 02:00:00,29.32
2023-01-28 23:00:00,2023-01-29 00:00:00,30.01
2023-01-28 15:00:00,2023-01-28 16:00:00,97.11
2023-01-28 16:00:00,2023-01-28 17:00:00,111.71
2023-01-28 17:00:00,2023-01-28 18:00:00,100.01
2023-01-28 18:00:00,2023-01-28 19:00:00,100.01
2023-01-28 19:00:00,2023-01-28 20:00:00,111.73
2023-01-28 20:00:00,2023-01-28 21:00:00,85.02
2023-01-28 21:00:00,2023-01-28 22:00:00,30.81
2023-01-28 22:00:00,2023-01-28 23:00:00,30.12
2023-01-28 09:00:00,2023-01-28 10:00:00,111.77
2023-01-28 10:00:00,2023-01-28 11:00:00,101.51
2023-01-28 11:00:00,2023-01-28 12:00:00,100
2023-01-28 12:00:00,2023-01-28 13:00:00,100
2023-01-28 13:00:00,2023-01-28 14:00:00,35.83
2023-01-28 14:00:00,2023-01-28 15:00:00,64.59
2023-01-28 00:00:00,2023-01-28 01:00:00,115.92
2023-01-28 01:00:00,2023-01-28 02:00:00,111.72
2023-01-28 02:00:00,2023-01-28 03:00:00,79.36
2023-01-28 03:00:00,2023-01-28 04:00:00,45.01
2023-01-28 04:00:00,2023-01-28 05:00:00,85.07
2023-01-28 05:00:00,2023-01-28 06:00:00,111.75
2023-01-28 06:00:00,2023-01-28 07:00:00,50.99
2023-01-28 07:00:00,2023-01-28 08:00:00,101.5
2023-01-28 08:00:00,2023-01-28 09:00:00,111.72
